id_venda,data_venda,modelo,categoria,preco_venda,custo,lucro,canal_venda,campanha
2146,2024-09-08 16:52:54,S-400,Sedan,138942.8,109004.5,29938.3,Showroom,Aniversário da Concessionária
2147,2024-09-08 17:50:50,X-700,SUV,248716.89,195170.29,53546.6,Online,Aniversário da Concessionária
2148,2024-09-08 15:26:43,X-700,SUV,240239.82,199939.15,40300.67,Showroom,Aniversário da Concessionária
2149,2024-09-08 11:31:08,P-900,Pickup,298047.85,214135.36,83912.48,Parceiros,Aniversário da Concessionária
2150,2024-09-08 14:40:19,X-700,SUV,229573.55,175824.51,53749.04,Online,Aniversário da Concessionária
2151,2024-09-08 11:15:16,H-300,Hatch,113321.62,91169.27,22152.34,Showroom,Aniversário da Concessionária
2152,2024-09-08 15:42:09,S-400,Sedan,151455.99,108151.0,43304.99,Showroom,Aniversário da Concessionária
2153,2024-09-08 13:45:27,X-500,SUV,175615.5,126018.68,49596.81,Showroom,Aniversário da Concessionária
2154,2024-09-09 19:50:24,X-700,SUV,239915.37,187064.16,52851.21,Showroom,Aniversário da Concessionária
2155,2024-09-09 17:04:28,P-900,Pickup,286993.82,215571.99,71421.84,Online,Aniversário da Concessionária
2156,2024-09-09 14:38:30,P-800,Pickup,211849.69,169236.67,42613.02,Showroom,Aniversário da Concessionária
2157,2024-09-09 14:37:25,X-500,SUV,181646.23,127492.38,54153.85,Parceiros,Aniversário da Concessionária
2158,2024-09-09 15:34:32,E-2,Elétrico,358793.55,265601.24,93192.3,Showroom,Aniversário da Concessionária
2159,2024-09-09 13:59:58,S-400,Sedan,151363.36,113493.66,37869.7,Online,Aniversário da Concessionária
2160,2024-09-09 13:55:44,P-900,Pickup,296940.3,211753.3,85187.0,Showroom,Aniversário da Concessionária
2161,2024-09-09 09:26:34,P-800,Pickup,233180.48,163586.57,69593.91,Showroom,Aniversário da Concessionária
2162,2024-09-09 16:02:50,X-500,SUV,175631.03,130506.62,45124.4,Parceiros,Aniversário da Concessionária
2163,2024-09-09 13:23:44,H-300,Hatch,127289.66,90285.58,37004.08,Showroom,Aniversário da Concessionária
2164,2024-09-09 14:57:51,S-400,Sedan,138919.88,114417.66,24502.23,Showroom,Aniversário da Concessionária
2165,2024-09-09 15:34:38,S-600,Sedan,202736.15,147297.72,55438.43,Showroom,Aniversário da Concessionária
2166,2024-09-09 20:40:58,P-900,Pickup,281757.63,208856.18,72901.46,Online,Aniversário da Concessionária
2167,2024-09-10 18:05:06,S-400,Sedan,143620.76,117409.07,26211.69,Showroom,Aniversário da Concessionária
2168,2024-09-10 16:49:15,X-500,SUV,171267.3,137996.68,33270.63,Showroom,Aniversário da Concessionária
2169,2024-09-10 14:42:42,X-700,SUV,267553.95,188879.45,78674.5,Showroom,Aniversário da Concessionária
2170,2024-09-10 18:22:10,S-600,Sedan,183858.24,160930.21,22928.03,Showroom,Aniversário da Concessionária
2171,2024-09-10 12:41:39,S-400,Sedan,138921.27,110777.77,28143.5,Showroom,Aniversário da Concessionária
2172,2024-09-10 14:02:36,P-900,Pickup,282670.23,211311.29,71358.94,Showroom,Aniversário da Concessionária
2173,2024-09-10 14:41:43,S-600,Sedan,198203.7,153506.09,44697.61,Showroom,Aniversário da Concessionária
2174,2024-09-10 17:41:25,S-400,Sedan,144826.59,107882.16,36944.43,Showroom,Aniversário da Concessionária
2175,2024-09-10 11:48:21,P-800,Pickup,231754.05,164561.57,67192.47,Showroom,Aniversário da Concessionária
2176,2024-09-10 15:50:27,P-900,Pickup,291350.17,221046.45,70303.72,Showroom,Aniversário da Concessionária
2177,2024-09-10 17:06:00,P-900,Pickup,287297.02,196868.71,90428.31,Showroom,Aniversário da Concessionária
2178,2024-09-10 16:06:16,X-700,SUV,234488.64,185248.1,49240.54,Online,Aniversário da Concessionária
2179,2024-09-10 15:14:32,X-500,SUV,178356.74,132753.9,45602.84,Showroom,Aniversário da Concessionária
2180,2024-09-11 17:47:33,X-500,SUV,202668.43,142211.53,60456.9,Parceiros,Aniversário da Concessionária
2181,2024-09-11 12:35:37,S-400,Sedan,150196.39,112740.59,37455.79,Showroom,Aniversário da Concessionária
2182,2024-09-11 10:44:36,X-500,SUV,173096.36,139049.29,34047.07,Showroom,Aniversário da Concessionária
2183,2024-09-11 18:14:28,E-1,Elétrico,293474.21,215023.48,78450.73,Showroom,Aniversário da Concessionária
2184,2024-09-11 13:23:25,P-900,Pickup,298391.81,196594.57,101797.24,Showroom,Aniversário da Concessionária
2185,2024-09-11 15:29:49,X-500,SUV,175336.79,132820.14,42516.65,Parceiros,Aniversário da Concessionária
2186,2024-09-11 16:43:37,S-600,Sedan,196451.45,145386.26,51065.19,Showroom,Aniversário da Concessionária
2187,2024-09-11 14:44:32,X-700,SUV,262149.13,188306.79,73842.34,Showroom,Aniversário da Concessionária
2188,2024-09-11 15:09:22,X-500,SUV,175699.9,136223.71,39476.19,Showroom,Aniversário da Concessionária
2189,2024-09-11 17:01:30,X-500,SUV,162948.77,134351.84,28596.93,Showroom,Aniversário da Concessionária
2190,2024-09-11 10:06:18,H-300,Hatch,119533.24,82979.67,36553.56,Showroom,Aniversário da Concessionária
2191,2024-09-11 12:26:58,P-900,Pickup,277969.53,209233.36,68736.17,Parceiros,Aniversário da Concessionária
2192,2024-09-11 15:05:07,H-300,Hatch,122743.05,91705.42,31037.64,Online,Aniversário da Concessionária
2193,2024-09-11 16:53:46,H-300,Hatch,101888.66,94263.15,7625.51,Online,Aniversário da Concessionária
2194,2024-09-11 16:09:22,S-600,Sedan,214952.14,153464.19,61487.95,Online,Aniversário da Concessionária
2195,2024-09-11 09:19:21,S-600,Sedan,184277.69,148616.43,35661.27,Online,Aniversário da Concessionária
2196,2024-09-11 14:29:50,S-600,Sedan,199282.71,151099.96,48182.75,Showroom,Aniversário da Concessionária
2197,2024-09-11 15:13:33,X-700,SUV,240735.47,192043.54,48691.93,Showroom,Aniversário da Concessionária
2198,2024-09-11 14:30:22,H-300,Hatch,119073.82,92790.8,26283.02,Showroom,Aniversário da Concessionária
2199,2024-09-12 14:30:06,X-500,SUV,180492.25,136787.75,43704.5,Showroom,Aniversário da Concessionária
2200,2024-09-12 17:28:46,P-900,Pickup,285434.81,208975.87,76458.93,Showroom,Aniversário da Concessionária
2201,2024-09-12 15:44:28,P-800,Pickup,213754.11,167537.09,46217.02,Showroom,Aniversário da Concessionária
2202,2024-09-12 10:20:04,E-2,Elétrico,349176.74,273952.69,75224.05,Showroom,Aniversário da Concessionária
2203,2024-09-12 19:19:02,P-800,Pickup,212154.88,166120.21,46034.68,Showroom,Aniversário da Concessionária
2204,2024-09-12 15:51:45,S-400,Sedan,157497.23,115458.32,42038.91,Showroom,Aniversário da Concessionária
2205,2024-09-12 19:07:01,S-600,Sedan,184263.71,151674.37,32589.34,Showroom,Aniversário da Concessionária
2206,2024-09-13 14:54:21,X-700,SUV,267948.21,189100.69,78847.52,Showroom,Aniversário da Concessionária
2207,2024-09-13 13:41:06,X-500,SUV,172722.06,137919.42,34802.64,Showroom,Aniversário da Concessionária
2208,2024-09-13 14:43:51,E-1,Elétrico,291763.1,220987.14,70775.96,Parceiros,Aniversário da Concessionária
2209,2024-09-13 13:10:59,S-400,Sedan,155138.43,115483.92,39654.51,Parceiros,Aniversário da Concessionária
2210,2024-09-13 16:47:15,E-1,Elétrico,294281.44,223601.66,70679.78,Online,Aniversário da Concessionária
2211,2024-09-13 13:33:11,H-300,Hatch,126973.15,92433.5,34539.65,Showroom,Aniversário da Concessionária
2212,2024-09-13 13:35:10,X-500,SUV,172677.02,131882.85,40794.17,Showroom,Aniversário da Concessionária
2213,2024-09-13 15:21:35,S-600,Sedan,195441.17,152079.33,43361.84,Showroom,Aniversário da Concessionária
2214,2024-09-13 11:27:29,X-500,SUV,179549.27,140960.42,38588.85,Showroom,Aniversário da Concessionária
2215,2024-09-13 17:14:51,S-600,Sedan,202910.52,144061.17,58849.35,Online,Aniversário da Concessionária
2216,2024-09-13 17:25:40,P-800,Pickup,235609.71,155349.53,80260.18,Online,Aniversário da Concessionária
2217,2024-09-13 13:11:11,H-300,Hatch,114169.7,87582.91,26586.78,Parceiros,Aniversário da Concessionária
2218,2024-09-13 13:40:42,H-100,Hatch,93895.54,69689.67,24205.87,Showroom,Aniversário da Concessionária
2219,2024-09-13 17:27:25,S-400,Sedan,153610.83,113631.5,39979.32,Online,Aniversário da Concessionária
2220,2024-09-13 17:01:47,E-2,Elétrico,349478.43,266631.1,82847.33,Showroom,Aniversário da Concessionária
2221,2024-09-14 13:39:56,X-500,SUV,182976.24,130102.54,52873.7,Online,Aniversário da Concessionária
2222,2024-09-14 13:12:28,S-400,Sedan,143738.78,113636.03,30102.75,Showroom,Aniversário da Concessionária
2223,2024-09-14 13:37:27,X-700,SUV,269410.37,178424.97,90985.4,Parceiros,Aniversário da Concessionária
2224,2024-09-14 14:24:00,S-600,Sedan,199645.8,147628.2,52017.6,Showroom,Aniversário da Concessionária
2225,2024-09-14 17:45:13,X-500,SUV,183561.89,135431.23,48130.66,Online,Aniversário da Concessionária
2226,2024-09-14 14:13:17,S-600,Sedan,200353.71,145109.8,55243.91,Online,Aniversário da Concessionária
2227,2024-09-14 15:48:45,X-700,SUV,254981.23,183343.4,71637.83,Showroom,Aniversário da Concessionária
2228,2024-09-14 20:51:50,S-600,Sedan,202478.46,145183.56,57294.91,Showroom,Aniversário da Concessionária
2229,2024-09-14 14:04:36,X-500,SUV,180617.65,139301.87,41315.78,Showroom,Aniversário da Concessionária
2230,2024-09-14 16:06:51,S-400,Sedan,155159.27,111328.33,43830.94,Showroom,Aniversário da Concessionária
2231,2024-09-14 15:55:34,H-300,Hatch,124116.85,86188.12,37928.73,Online,Aniversário da Concessionária
2232,2024-09-15 15:11:23,S-600,Sedan,203496.15,150600.75,52895.41,Showroom,Aniversário da Concessionária
2233,2024-09-15 18:20:12,S-600,Sedan,197235.49,147998.89,49236.6,Online,Aniversário da Concessionária
2234,2024-09-15 16:29:07,H-300,Hatch,123811.47,87229.15,36582.33,Showroom,Aniversário da Concessionária
2235,2024-09-15 16:16:42,P-800,Pickup,221007.0,168689.0,52318.0,Showroom,Aniversário da Concessionária
2236,2024-09-15 15:55:31,S-600,Sedan,207524.83,147353.51,60171.32,Showroom,Aniversário da Concessionária
2237,2024-09-15 10:33:40,P-800,Pickup,227590.64,164003.98,63586.66,Showroom,Aniversário da Concessionária
2238,2024-09-15 15:20:38,P-900,Pickup,293219.01,211229.52,81989.49,Showroom,Aniversário da Concessionária
2239,2024-09-15 15:24:39,H-100,Hatch,91293.66,67823.69,23469.97,Online,Aniversário da Concessionária
2240,2024-09-15 15:25:37,X-700,SUV,242566.59,185123.05,57443.54,Showroom,Aniversário da Concessionária
2241,2024-09-15 18:07:22,X-700,SUV,228103.05,193849.68,34253.37,Showroom,Aniversário da Concessionária
2242,2024-09-15 16:22:54,X-500,SUV,169396.38,136753.04,32643.34,Parceiros,Aniversário da Concessionária
2243,2024-09-15 13:29:39,P-800,Pickup,214624.79,163684.02,50940.77,Showroom,Aniversário da Concessionária
2244,2024-09-15 15:11:52,X-700,SUV,248329.65,183131.1,65198.56,Parceiros,Aniversário da Concessionária
2245,2024-09-15 14:43:45,P-900,Pickup,273601.81,211420.08,62181.72,Parceiros,Aniversário da Concessionária
2246,2024-09-15 18:51:19,H-300,Hatch,123327.83,85615.42,37712.41,Showroom,Aniversário da Concessionária
2247,2024-09-15 15:58:39,X-500,SUV,167016.28,135403.21,31613.07,Online,Aniversário da Concessionária
2248,2024-09-15 15:37:05,P-800,Pickup,213363.73,167839.12,45524.62,Online,Aniversário da Concessionária
2249,2024-09-15 17:43:08,S-400,Sedan,148260.57,111893.32,36367.25,Showroom,Aniversário da Concessionária
2250,2024-09-15 09:20:07,S-400,Sedan,149146.31,113961.28,35185.03,Showroom,Aniversário da Concessionária
2251,2024-09-16 17:15:19,X-500,SUV,175445.2,130411.18,45034.02,Showroom,
2252,2024-09-16 16:07:11,S-400,Sedan,131044.13,112326.14,18717.99,Parceiros,
2253,2024-09-16 17:23:44,X-500,SUV,178320.84,143793.33,34527.51,Showroom,
2254,2024-09-17 14:09:32,X-700,SUV,253858.98,185593.3,68265.68,Parceiros,
2255,2024-09-17 16:24:26,S-400,Sedan,136582.41,115899.02,20683.38,Showroom,
2256,2024-09-17 17:38:08,X-500,SUV,178394.63,131429.76,46964.87,Showroom,
2257,2024-09-17 14:36:24,P-900,Pickup,300642.75,212574.25,88068.5,Showroom,
2258,2024-09-17 11:27:11,S-400,Sedan,152829.22,109015.43,43813.79,Showroom,
2259,2024-09-17 16:31:40,X-700,SUV,235287.1,196288.24,38998.86,Showroom,
2260,2024-09-17 17:34:44,S-600,Sedan,199719.82,155431.51,44288.31,Showroom,
2261,2024-09-17 16:58:41,S-400,Sedan,127898.22,117915.98,9982.24,Parceiros,
2262,2024-09-17 13:59:11,P-900,Pickup,294625.33,206134.33,88491.0,Parceiros,
2263,2024-09-17 12:35:10,S-600,Sedan,205615.73,149105.99,56509.75,Showroom,
2264,2024-09-17 15:31:18,H-300,Hatch,117871.79,87912.8,29958.99,Showroom,
2265,2024-09-17 16:08:11,X-700,SUV,247589.92,179965.21,67624.71,Online,
2266,2024-09-17 14:20:53,S-400,Sedan,154399.87,112678.74,41721.13,Showroom,
2267,2024-09-17 15:28:39,S-400,Sedan,158197.19,115775.31,42421.88,Parceiros,
2268,2024-09-18 13:03:55,S-600,Sedan,203625.43,155231.92,48393.51,Showroom,
2269,2024-09-18 11:22:00,S-600,Sedan,188677.21,143941.76,44735.45,Showroom,
2270,2024-09-18 16:31:08,E-2,Elétrico,329604.77,274081.46,55523.31,Showroom,
2271,2024-09-18 12:12:52,S-400,Sedan,156895.82,116233.06,40662.76,Online,
2272,2024-09-18 15:24:35,H-300,Hatch,119556.09,88894.84,30661.26,Showroom,
2273,2024-09-18 11:32:41,S-600,Sedan,188953.32,144855.78,44097.55,Online,
2274,2024-09-18 15:31:26,H-300,Hatch,127950.03,87374.7,40575.33,Showroom,
2275,2024-09-18 14:43:31,S-600,Sedan,214169.74,155433.71,58736.03,Showroom,
2276,2024-09-18 14:26:45,X-500,SUV,188050.13,136354.22,51695.91,Showroom,
2277,2024-09-18 09:53:28,X-700,SUV,262784.51,189203.79,73580.72,Online,
2278,2024-09-18 15:31:10,X-500,SUV,176744.55,135723.61,41020.93,Showroom,
2279,2024-09-18 14:05:36,S-600,Sedan,198778.48,150617.8,48160.68,Showroom,
2280,2024-09-18 18:01:50,P-800,Pickup,231037.02,167714.89,63322.13,Showroom,
2281,2024-09-19 15:48:14,X-500,SUV,176885.06,138441.06,38444.0,Showroom,
2282,2024-09-19 11:18:02,S-400,Sedan,141256.72,118766.85,22489.87,Showroom,
2283,2024-09-19 16:17:14,S-600,Sedan,204500.55,147346.89,57153.65,Online,
2284,2024-09-19 17:34:18,S-600,Sedan,202763.31,151810.58,50952.72,Showroom,
2285,2024-09-19 18:10:49,P-800,Pickup,232149.25,164370.56,67778.69,Online,
2286,2024-09-19 12:29:36,X-500,SUV,177433.3,138877.95,38555.36,Showroom,
2287,2024-09-20 15:47:49,S-600,Sedan,199658.93,151276.28,48382.65,Online,
2288,2024-09-20 09:49:31,S-600,Sedan,197389.91,150042.42,47347.49,Showroom,
2289,2024-09-20 18:35:32,X-500,SUV,171498.81,137656.33,33842.48,Showroom,
2290,2024-09-20 15:07:36,E-1,Elétrico,298585.91,226224.86,72361.05,Parceiros,
2291,2024-09-21 17:07:17,X-500,SUV,191675.68,134678.53,56997.15,Online,
2292,2024-09-21 17:49:34,E-1,Elétrico,298027.62,219574.33,78453.3,Showroom,
2293,2024-09-21 19:52:23,S-600,Sedan,191405.4,153057.18,38348.22,Online,
2294,2024-09-21 15:34:52,X-500,SUV,180013.21,127151.95,52861.26,Online,
2295,2024-09-21 13:48:02,X-700,SUV,243084.49,184272.92,58811.57,Showroom,
2296,2024-09-21 16:48:46,S-600,Sedan,209346.7,150737.75,58608.95,Online,
2297,2024-09-21 11:28:34,H-300,Hatch,131220.83,88652.15,42568.68,Online,
2298,2024-09-21 09:13:27,P-900,Pickup,291146.52,205232.26,85914.26,Online,
2299,2024-09-21 17:06:47,X-700,SUV,258853.33,191863.17,66990.15,Showroom,
2300,2024-09-21 16:53:41,X-500,SUV,172727.09,136945.42,35781.66,Showroom,
2301,2024-09-21 12:48:15,X-500,SUV,199217.89,133636.99,65580.9,Showroom,
2302,2024-09-21 14:19:55,X-700,SUV,240450.66,183393.69,57056.97,Showroom,
2303,2024-09-21 12:02:28,H-300,Hatch,124413.93,92499.94,31913.99,Showroom,
2304,2024-09-22 20:16:22,X-500,SUV,190594.88,142428.24,48166.63,Showroom,
2305,2024-09-22 12:55:52,P-900,Pickup,259742.33,204237.61,55504.71,Showroom,
2306,2024-09-22 14:05:28,X-500,SUV,177294.88,133189.74,44105.13,Showroom,
2307,2024-09-22 13:55:07,E-2,Elétrico,315655.72,258766.83,56888.88,Showroom,
2308,2024-09-23 12:49:51,X-700,SUV,243864.92,181138.2,62726.72,Showroom,
2309,2024-09-23 15:15:13,S-600,Sedan,192809.66,148818.84,43990.83,Showroom,
2310,2024-09-23 11:51:47,E-2,Elétrico,365868.72,265696.07,100172.65,Showroom,
2311,2024-09-23 16:37:44,S-600,Sedan,204143.62,151390.88,52752.74,Parceiros,
2312,2024-09-23 14:22:55,P-800,Pickup,225056.01,169522.36,55533.65,Showroom,
2313,2024-09-24 16:45:39,X-500,SUV,183520.71,136695.21,46825.51,Online,
2314,2024-09-24 15:40:27,S-400,Sedan,151721.79,110055.27,41666.52,Showroom,
2315,2024-09-24 17:10:39,S-600,Sedan,193099.61,149501.22,43598.39,Parceiros,
2316,2024-09-24 17:08:50,S-600,Sedan,201119.82,147944.85,53174.97,Showroom,
2317,2024-09-24 13:13:52,S-400,Sedan,153470.91,116737.83,36733.08,Showroom,
2318,2024-09-25 20:13:51,S-400,Sedan,143539.17,112829.03,30710.15,Online,
2319,2024-09-25 15:03:36,P-900,Pickup,298620.79,204409.28,94211.51,Showroom,
2320,2024-09-25 12:22:34,H-300,Hatch,115410.9,85150.85,30260.06,Showroom,
2321,2024-09-25 15:17:38,P-800,Pickup,229702.82,163893.62,65809.2,Showroom,
2322,2024-09-25 14:34:10,S-600,Sedan,204788.48,149877.54,54910.94,Parceiros,
2323,2024-09-25 17:20:45,S-400,Sedan,152452.58,110728.68,41723.9,Showroom,
2324,2024-09-25 15:18:18,E-2,Elétrico,360589.83,260292.77,100297.05,Online,
2325,2024-09-25 15:36:17,X-700,SUV,246182.64,193183.74,52998.91,Online,
2326,2024-09-25 11:54:32,E-1,Elétrico,287484.93,220335.38,67149.54,Parceiros,
2327,2024-09-25 14:57:43,S-600,Sedan,192728.03,149324.21,43403.82,Showroom,
2328,2024-09-25 18:52:06,X-500,SUV,174249.13,130624.92,43624.22,Online,
2329,2024-09-25 14:08:48,H-100,Hatch,90831.41,66757.36,24074.06,Showroom,
2330,2024-09-25 16:50:26,P-800,Pickup,212936.6,154968.44,57968.16,Showroom,
2331,2024-09-25 15:58:03,E-1,Elétrico,292268.41,225179.57,67088.84,Showroom,
2332,2024-09-25 18:17:55,P-900,Pickup,282579.04,213842.69,68736.35,Showroom,
2333,2024-09-25 13:41:08,P-800,Pickup,214032.39,158177.97,55854.42,Showroom,
2334,2024-09-26 15:44:55,S-400,Sedan,158081.2,110949.0,47132.2,Showroom,
2335,2024-09-26 17:08:15,S-600,Sedan,199804.7,146788.67,53016.03,Parceiros,
2336,2024-09-26 14:09:45,X-700,SUV,256591.12,185396.73,71194.39,Online,
2337,2024-09-26 14:20:53,S-400,Sedan,145638.14,109612.59,36025.55,Showroom,
2338,2024-09-26 16:15:48,S-400,Sedan,159968.04,119204.14,40763.91,Showroom,
2339,2024-09-26 13:53:43,S-400,Sedan,154413.27,113976.58,40436.69,Showroom,
2340,2024-09-26 10:25:31,S-400,Sedan,165547.61,113961.96,51585.65,Showroom,
2341,2024-09-26 15:09:36,H-100,Hatch,95791.26,67247.79,28543.47,Showroom,
2342,2024-09-26 14:40:17,X-500,SUV,182354.57,136520.27,45834.3,Parceiros,
2343,2024-09-26 14:40:26,X-700,SUV,264638.99,188104.83,76534.16,Parceiros,
2344,2024-09-26 13:24:28,S-400,Sedan,141417.35,112734.69,28682.67,Parceiros,
2345,2024-09-26 17:04:40,S-600,Sedan,176172.38,145044.03,31128.35,Showroom,
2346,2024-09-26 11:50:56,S-400,Sedan,152631.53,108345.23,44286.3,Parceiros,
2347,2024-09-26 15:49:05,H-100,Hatch,91019.44,70128.28,20891.16,Parceiros,
2348,2024-09-27 16:25:32,S-400,Sedan,153024.54,114222.33,38802.21,Online,
2349,2024-09-27 16:47:17,S-600,Sedan,210994.64,148417.53,62577.11,Online,
2350,2024-09-27 14:44:59,H-300,Hatch,118079.53,91342.49,26737.04,Showroom,
2351,2024-09-27 14:56:23,P-800,Pickup,216591.71,168886.38,47705.33,Showroom,
2352,2024-09-27 14:29:31,P-900,Pickup,250894.43,211262.84,39631.59,Showroom,
2353,2024-09-27 13:20:37,H-300,Hatch,121740.23,91063.77,30676.45,Showroom,
2354,2024-09-27 14:00:55,H-300,Hatch,116481.96,87797.94,28684.01,Online,
2355,2024-09-27 16:49:54,H-300,Hatch,129342.97,90504.92,38838.04,Online,
2356,2024-09-27 15:46:05,H-300,Hatch,124728.42,89075.01,35653.41,Online,
2357,2024-09-27 14:46:29,P-800,Pickup,222458.76,157654.3,64804.46,Showroom,
2358,2024-09-27 16:40:42,H-300,Hatch,122937.79,92495.29,30442.5,Showroom,
2359,2024-09-27 14:44:22,X-700,SUV,255376.79,190360.51,65016.28,Parceiros,
2360,2024-09-27 15:54:04,S-600,Sedan,188421.18,150566.14,37855.03,Showroom,
2361,2024-09-27 12:50:34,H-300,Hatch,126416.68,89988.82,36427.87,Showroom,
2362,2024-09-27 18:25:13,P-800,Pickup,214380.57,172064.39,42316.17,Showroom,
2363,2024-09-27 17:27:52,S-600,Sedan,194088.53,151479.07,42609.46,Showroom,
2364,2024-09-27 13:13:31,X-700,SUV,263707.66,185092.43,78615.23,Showroom,
2365,2024-09-28 15:17:20,S-400,Sedan,150180.8,111529.72,38651.09,Showroom,
2366,2024-09-28 13:53:18,E-1,Elétrico,275447.97,242032.77,33415.2,Showroom,
2367,2024-09-28 14:21:35,X-500,SUV,180653.5,132394.24,48259.26,Showroom,
2368,2024-09-28 15:36:08,S-600,Sedan,194557.26,145150.15,49407.1,Showroom,
2369,2024-09-28 17:36:54,X-500,SUV,182753.28,134257.87,48495.41,Showroom,
2370,2024-09-28 15:31:50,S-600,Sedan,204775.89,145872.32,58903.57,Showroom,
2371,2024-09-28 15:21:57,X-500,SUV,187238.14,133811.17,53426.97,Showroom,
2372,2024-09-28 15:43:48,P-800,Pickup,218168.66,160192.61,57976.05,Showroom,
2373,2024-09-28 15:03:02,S-600,Sedan,201255.09,143647.91,57607.18,Showroom,
2374,2024-09-29 18:06:40,S-600,Sedan,199505.33,148867.0,50638.34,Online,
2375,2024-09-29 15:50:53,S-400,Sedan,149376.71,116201.26,33175.45,Showroom,
2376,2024-09-29 18:29:01,P-800,Pickup,232616.59,164678.89,67937.71,Online,
2377,2024-09-29 17:07:59,E-2,Elétrico,324521.49,279067.12,45454.37,Online,
2378,2024-09-29 16:54:10,H-100,Hatch,80441.88,66102.72,14339.15,Showroom,
2379,2024-09-29 13:28:29,H-300,Hatch,116951.82,92200.16,24751.66,Showroom,
2380,2024-09-29 14:00:27,S-400,Sedan,150760.67,109956.24,40804.44,Online,
2381,2024-09-29 13:12:44,P-800,Pickup,223606.61,146400.7,77205.91,Online,
2382,2024-09-29 09:58:08,S-600,Sedan,179384.77,146399.21,32985.56,Showroom,
2383,2024-09-29 12:56:41,S-600,Sedan,192688.16,143164.03,49524.13,Showroom,
2384,2024-09-29 15:19:10,S-600,Sedan,211829.0,152281.39,59547.61,Online,
2385,2024-09-29 15:55:59,S-600,Sedan,217334.53,147202.52,70132.01,Online,
2386,2024-09-30 17:56:17,S-400,Sedan,160070.32,113706.82,46363.5,Showroom,
2387,2024-09-30 17:05:41,S-400,Sedan,137540.97,117730.64,19810.33,Parceiros,
2388,2024-09-30 17:23:16,H-100,Hatch,89345.05,64672.71,24672.34,Online,
2389,2024-09-30 14:05:23,S-600,Sedan,211407.86,151318.54,60089.32,Online,
2390,2024-09-30 10:42:57,S-600,Sedan,211054.12,154078.91,56975.21,Showroom,
2391,2024-09-30 13:41:10,H-300,Hatch,118717.38,87291.09,31426.29,Showroom,
2392,2024-09-30 15:03:25,S-400,Sedan,156396.04,115002.21,41393.84,Showroom,
2393,2024-10-01 14:40:19,P-800,Pickup,208669.05,177106.56,31562.49,Showroom,
2394,2024-10-01 15:46:44,P-900,Pickup,283281.04,213366.57,69914.46,Showroom,
2395,2024-10-01 09:48:14,X-500,SUV,168970.19,135545.95,33424.24,Online,
2396,2024-10-02 15:27:41,X-700,SUV,247397.59,195121.82,52275.77,Online,
2397,2024-10-02 16:05:45,X-500,SUV,182698.15,128294.66,54403.49,Showroom,
2398,2024-10-02 14:06:00,H-300,Hatch,121648.88,88991.35,32657.53,Showroom,
2399,2024-10-02 18:13:30,H-100,Hatch,91861.89,67990.96,23870.93,Showroom,
2400,2024-10-03 14:04:08,S-400,Sedan,171710.13,112903.64,58806.49,Showroom,
2401,2024-10-03 14:37:14,X-500,SUV,185211.55,136891.72,48319.84,Parceiros,
2402,2024-10-03 14:33:43,P-800,Pickup,216522.91,163754.68,52768.23,Showroom,
2403,2024-10-03 15:28:00,X-500,SUV,179281.36,132523.0,46758.36,Parceiros,
2404,2024-10-03 14:00:44,S-400,Sedan,153044.74,110810.82,42233.92,Showroom,
2405,2024-10-03 15:21:52,S-600,Sedan,184489.74,156773.38,27716.36,Online,
2406,2024-10-04 13:07:55,S-400,Sedan,149996.41,112615.24,37381.17,Online,
2407,2024-10-04 13:27:44,X-700,SUV,270885.63,199902.29,70983.35,Showroom,
2408,2024-10-04 20:08:30,H-300,Hatch,115141.59,86621.68,28519.9,Online,
2409,2024-10-04 16:04:14,S-400,Sedan,160683.38,111725.23,48958.14,Online,
2410,2024-10-04 13:24:05,H-300,Hatch,120723.65,91788.23,28935.42,Online,
2411,2024-10-04 11:46:51,S-400,Sedan,142075.64,114169.9,27905.74,Online,
2412,2024-10-04 15:06:06,H-300,Hatch,130084.59,89993.94,40090.66,Showroom,
2413,2024-10-04 15:20:23,X-500,SUV,173567.92,131644.91,41923.01,Showroom,
2414,2024-10-04 17:56:19,S-600,Sedan,199776.91,151546.0,48230.92,Showroom,
2415,2024-10-04 16:08:24,P-800,Pickup,209996.87,168028.13,41968.75,Showroom,
2416,2024-10-05 14:49:52,P-900,Pickup,277554.45,223595.22,53959.23,Showroom,
2417,2024-10-05 14:48:55,H-300,Hatch,127393.23,91180.91,36212.32,Parceiros,
2418,2024-10-05 10:08:41,S-600,Sedan,209812.16,139152.02,70660.14,Online,
2419,2024-10-05 12:43:09,X-700,SUV,257790.45,196708.81,61081.64,Online,
2420,2024-10-05 17:04:33,S-400,Sedan,158217.3,112456.68,45760.62,Showroom,
2421,2024-10-05 12:36:00,X-500,SUV,195080.73,134214.32,60866.41,Online,
2422,2024-10-05 12:39:41,H-300,Hatch,118071.77,89889.33,28182.44,Showroom,
2423,2024-10-06 19:10:28,H-300,Hatch,113971.64,90888.98,23082.67,Showroom,
2424,2024-10-06 18:22:46,E-1,Elétrico,295027.51,225542.45,69485.06,Showroom,
2425,2024-10-06 14:13:40,S-600,Sedan,194013.52,148997.3,45016.22,Showroom,
2426,2024-10-07 14:47:09,X-500,SUV,182419.3,130836.27,51583.03,Online,
